#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        2745     1.62434     1.67225  0.00355395
        2746     1.62157     1.67223   0.0035527
        2747     1.61878     1.67221  0.00355146
        2748     1.61598     1.67219  0.00355023
        2749     1.61314     1.67217    0.003549
        2750     1.61027     1.67215  0.00354778
        2751     1.60736     1.67212  0.00354657
        2752     1.60439      1.6721  0.00354537
        2753     1.60136     1.67207  0.00354417
        2754     1.59828     1.67205  0.00354299
        2755     1.59514     1.67202  0.00354181
        2756     1.59193     1.67199  0.00354064
        2757     1.58868     1.67196  0.00353949
        2758     1.58538     1.67193  0.00353834
        2759     1.58204     1.67189  0.00353721
        2760     1.57867     1.67186  0.00353609
        2761     1.57529     1.67183  0.00353498
        2762     1.57192     1.67179  0.00353389
        2763     1.56857     1.67175  0.00353281
        2764     1.56527     1.67171  0.00353174
        2765     1.56204     1.67167  0.00353068
        2766      1.5589     1.67163  0.00352964
        2767     1.55589     1.67159  0.00352862
        2768     1.55303     1.67155   0.0035276
        2769     1.55034      1.6715   0.0035266
        2770     1.54787     1.67146  0.00352561
        2771     1.54563     1.67141  0.00352463
        2772     1.54366     1.67137  0.00352366
        2773     1.54197     1.67132   0.0035227
        2774      1.5406     1.67127  0.00352174
        2775     1.53956     1.67123  0.00352079
        2776     1.53887     1.67118  0.00351985
        2777     1.53855     1.67113   0.0035189
        2778     1.53861     1.67108  0.00351796
        2779     1.53905     1.67104  0.00351701
        2780     1.53987     1.67099  0.00351607
        2781     1.54107     1.67094  0.00351511
        2782     1.54265      1.6709  0.00351415
        2783     1.54458     1.67085  0.00351318
        2784     1.54685     1.67081   0.0035122
        2785     1.54943     1.67076  0.00351121
        2786     1.55231     1.67072  0.00351021
        2787     1.55544     1.67068  0.00350919
        2788     1.55879     1.67064  0.00350816
        2789     1.56233      1.6706  0.00350712
        2790     1.56602     1.67056  0.00350606
        2791     1.56981     1.67053  0.00350499
        2792     1.57367     1.67049  0.00350391
        2793     1.57755     1.67046  0.00350281
        2794     1.58141     1.67043   0.0035017
        2795     1.58521      1.6704  0.00350058
        2796     1.58891     1.67037  0.00349945
        2797     1.59248     1.67034  0.00349831
        2798     1.59589     1.67031  0.00349716
        2799     1.59909     1.67029  0.00349601
        2800     1.60207     1.67026  0.00349484
        2801      1.6048     1.67024  0.00349367
        2802     1.60725     1.67022   0.0034925
        2803     1.60941      1.6702  0.00349132
        2804     1.61125     1.67017  0.00349014
        2805     1.61277     1.67015  0.00348895
        2806     1.61396     1.67013  0.00348777
        2807      1.6148     1.67011  0.00348658
        2808      1.6153     1.67009  0.00348539
        2809     1.61546     1.67008  0.00348421
        2810     1.61528     1.67006  0.00348302
        2811     1.61476     1.67004  0.00348184
        2812     1.61392     1.67002  0.00348066
        2813     1.61276        1.67  0.00347948
        2814     1.61129     1.66997  0.00347831
        2815     1.60954     1.66995  0.00347714
        2816     1.60752     1.66993  0.00347597
        2817     1.60525     1.66991  0.00347481
        2818     1.60274     1.66988  0.00347366
        2819     1.60001     1.66986  0.00347252
        2820      1.5971     1.66983  0.00347138
        2821     1.59402     1.66981  0.00347026
        2822      1.5908     1.66978  0.00346914
        2823     1.58746     1.66975  0.00346803
        2824     1.58402     1.66972  0.00346694
        2825     1.58052     1.66969  0.00346586
        2826     1.57698     1.66965  0.00346478
        2827     1.57342     1.66962  0.00346373
        2828     1.56987     1.66959  0.00346268
